taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
126	family	Planctomycetaceae	9	2	4			2.11	0.31	[2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
85028	family	Tsukamurellaceae	1	2	2			2.00	0.00	[2, 2, 2, 2]
332247	family	Trueperaceae	1	2	2			2.00	0.00	[2]
92714	family	Waddliaceae	1	2	2			2.00	0.00	[2]
316606	family	Segniliparaceae	1	1	1			1.00	0.00	[1]
85016	family	Cellulomonadaceae	4	2	4			2.61	0.82	[2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 4, 2, 2]
45401	family	Hyphomicrobiaceae	9	1	7			1.86	0.65	[1, 1, 1, 1, 2, 2, 3, 1, 1, 3, 3, 3, 2, 2, 2, 3, 1, 2, 7, 2, 1, 2, 2]
453228	family	Desulfarculaceae	1	1	1			1.00	0.00	[1]
2770093	family	Thermosediminibacteraceae	1	3	3			3.00	0.00	[3]
53434	family	Halobacteroidaceae	2	5	5			5.00	0.00	[5, 5]
871007	family	Acidilobaceae	1	1	1			1.00	0.00	[1, 1]
1783343	family	Endomicrobiaceae	1	1	1			1.00	0.00	[1, 1, 1]
267892	family	Ferrimonadaceae	1	7	11			9.00	0.00	[7, 11]
186806	family	Eubacteriaceae	2	3	5			4.75	0.25	[5, 5, 5, 5, 5, 3, 5]
90142	family	Ferroplasmaceae	1	1	1			1.00	0.00	[1, 1]
255474	family	Parvularculaceae	1	1	1			1.00	0.00	[1]
203492	family	Fusobacteriaceae	2	3	9			7.06	0.94	[5, 5, 5, 5, 3, 4, 4, 4, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 9, 5, 8]
39	family	Archangiaceae	4	2	4			3.25	0.83	[2, 3, 4, 4]
2178	family	Methanothermaceae	1	2	2			2.00	0.00	[2]
189770	family	Chrysiogenaceae	1	3	3			3.00	0.00	[3]
541000	family	Ruminococcaceae	6	2	6			3.50	1.29	[3, 3, 3, 3, 3, 4, 4, 4, 2, 3, 6, 6, 6, 6, 6, 6, 3, 4, 2]
2005523	family	Paludibacteraceae	1	3	3			3.00	0.00	[3]
2762318	family	Weeksellaceae	13	2	8			3.70	1.51	[3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 5, 5, 5, 5, 3, 3, 3, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 5, 5, 4, 5, 3, 6, 5, 5, 4, 6, 7, 7, 7, 7, 7, 8, 7, 6, 6, 7, 7, 8, 4, 3, 3, 5, 4, 3, 6, 6, 5, 6, 6, 6, 3, 4, 4, 2, 4, 3, 2, 2, 2, 2, 2, 3, 3, 3, 7, 7, 7, 7, 3, 2]
2762301	family	Marivirgaceae	1	2	2			2.00	0.00	[2]
85021	family	Intrasporangiaceae	7	1	2			1.71	0.45	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]
539000	family	Clostridiales Family XVII. Incertae Sedis	1	2	2			2.00	0.00	[2, 2, 2]
558314	family	Desulfurobacteriaceae	2	2	3			2.50	0.50	[3, 2]
1763524	family	Isosphaeraceae	4	3	8			4.25	2.17	[3, 8, 3, 3]
1853231	family	Odoribacteraceae	2	4	5			4.50	0.50	[4, 4, 5]
186827	family	Aerococcaceae	3	4	7			4.26	0.37	[4, 4, 4, 6, 5, 6, 4, 4, 4, 7, 4, 4]
1853230	family	Crocinitomicaceae	1	2	2			2.00	0.00	[2]
84107	family	Coriobacteriaceae	2	2	5			3.50	1.50	[2, 5, 5, 5, 5, 5]
186828	family	Carnobacteriaceae	4	4	8			5.30	1.37	[8, 6, 6, 8, 8, 6, 4, 6, 6, 6, 6, 6, 4]
213483	family	Bdellovibrionaceae	1	1	2			1.72	0.00	[2, 2, 2, 1, 1, 1, 2, 2, 2]
292628	family	Anaerolineaceae	3	1	2			1.33	0.47	[2, 2, 1, 1]
1843491	family	Selenomonadaceae	3	4	7			4.70	0.62	[4, 7, 4, 4, 4, 6, 5, 4]
1652132	family	Halobacteriovoraceae	1	2	2			2.00	0.00	[2, 2, 2]
227387	family	Thermodesulfobiaceae	1	2	2			2.00	0.00	[2, 2]
1937961	family	Haliscomenobacteraceae	1	2	2			2.00	0.00	[2]
2770092	family	Tepidanaerobacteraceae	1	2	2			2.00	0.00	[2, 2]
543372	family	Thermoanaerobacterales Family IV. Incertae Sedis	1	3	3			3.00	0.00	[3]
188711	family	Thermodesulfobacteriaceae	5	1	2			1.20	0.40	[1, 1, 1, 2, 1, 1, 1]
1328881	family	Candidatus Midichloriaceae	2	1	1			1.00	0.00	[1, 1]
563798	family	Cyclobacteriaceae	4	3	4			3.62	0.41	[3, 4, 4, 4, 4, 4, 4, 4, 3, 3]
1775411	family	Rhodanobacteraceae	7	2	4			2.29	0.70	[2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2]
1333713	family	Schleiferiaceae	1	2	2			2.00	0.00	[2]
92712	family	Simkaniaceae	1	1	1			1.00	0.00	[1]
89374	family	Saprospiraceae	1	3	3			3.00	0.00	[3]
795749	family	Ignavibacteriaceae	1	1	1			1.00	0.00	[1]
685949	family	Fervidicoccaceae	1	1	1			1.00	0.00	[1]
171550	family	Rikenellaceae	1	2	3			2.14	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 3]
1937968	family	Bernardetiaceae	1	3	3			3.00	0.00	[3]
128827	family	Erysipelotrichaceae	8	3	14			8.62	2.96	[7, 3, 9, 5, 5, 7, 4, 5, 6, 9, 4, 3, 5, 8, 3, 4, 12, 8, 14, 11, 9, 6, 6, 5, 5, 6, 5, 9]
186818	family	Planococcaceae	10	2	12			9.79	1.23	[12, 12, 12, 8, 9, 9, 9, 9, 10, 9, 9, 11, 9, 9, 9, 9, 2, 9, 9, 9, 10, 9, 8, 7, 8, 8, 9, 8, 9, 8, 10, 12, 9, 11, 10, 9, 9, 10]
1843490	family	Sporomusaceae	3	4	15			9.33	3.77	[9, 15, 4, 12]
1334117	family	Melioribacteraceae	1	1	1			1.00	0.00	[1]
475964	family	Caldilineaceae	1	2	2			2.00	0.00	[2]
216572	family	Oscillospiraceae	2	3	3			3.00	0.00	[3, 3, 3]
666507	family	Phycisphaeraceae	1	1	1			1.00	0.00	[1]
693073	family	Caldisericaceae	1	1	1			1.00	0.00	[1]
2772226	family	Sulfuricellaceae	3	2	3			2.22	0.32	[2, 3, 3, 2, 2]
2042895	family	Gottschalkiaceae	1	6	6			6.00	0.00	[6]
2517203	family	Candidatus Methanomethylophilaceae	1	1	1			1.00	0.00	[1, 1, 1]
1033997	family	Nitrososphaeraceae	2	1	3			1.66	0.66	[1, 1, 1, 3, 2, 2]
31993	family	Methylocystaceae	3	1	3			2.60	0.57	[1, 2, 1, 1, 3, 2, 3, 3, 3]
2661849	family	Calotrichaceae	1	1	5			3.43	0.00	[3, 4, 1, 4, 3, 5, 4]
1890438	family	Leptolyngbyaceae	1	2	4			2.47	0.00	[2, 2, 3, 3, 3, 4, 2]
1185	family	Rivulariaceae	1	3	3			3.00	0.00	[3]
1890500	family	Hyellaceae	1	3	3			3.00	0.00	[3]
1892251	family	Coleofasciculaceae	1	3	3			3.00	0.00	[3]
1890436	family	Pseudanabaenaceae	1	2	3			2.50	0.00	[2, 3]
1892254	family	Oscillatoriaceae	2	2	3			2.25	0.25	[3, 2, 2]
1890528	family	Chroococcidiopsidaceae	1	3	3			3.00	0.00	[3]
1892255	family	Gomontiellaceae	1	4	4			4.00	0.00	[4]
1890464	family	Chroococcaceae	3	2	3			2.67	0.47	[2, 3, 3, 3]
1890498	family	Dermocarpellaceae	1	2	2			2.00	0.00	[2, 2]
1890452	family	Cyanobacteriaceae	1	3	3			3.00	0.00	[3]
255472	family	Caldisphaeraceae	1	1	1			1.00	0.00	[1]
2448023	family	Ilumatobacteraceae	1	2	2			2.00	0.00	[2]
1577788	family	Methanomassiliicoccaceae	2	1	1			1.00	0.00	[1, 1, 1]
2005519	family	Barnesiellaceae	2	5	5			5.00	0.00	[5, 5]
2497645	family	Candidatus Babeliaceae	1	1	1			1.00	0.00	[1]
1853232	family	Hymenobacteraceae	5	2	5			3.21	0.40	[3, 4, 2, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 5, 3, 4, 2, 4, 3, 3, 3, 3]
1240483	family	Orbaceae	3	4	4			4.00	0.00	[4, 4, 4]
1471398	family	Prolixibacteraceae	1	2	2			2.00	0.00	[2, 2]
1663426	family	Fimbriimonadaceae	1	2	2			2.00	0.00	[2]
1055686	family	Sandaracinaceae	1	2	2			2.00	0.00	[2]
1777752	family	Candidatus Paracaedibacteraceae	1	2	2			2.00	0.00	[2]
2093822	family	Candidatus Nanosynbacteraceae	1	1	1			1.00	0.00	[1]
2008793	family	Sterolibacteriaceae	3	2	3			2.33	0.47	[2, 2, 3]
255527	family	Saccharospirillaceae	3	4	5			4.33	0.47	[4, 5, 4]
255475	family	Aurantimonadaceae	2	1	3			2.20	0.20	[3, 3, 2, 2, 2, 1, 2, 3]
1706375	family	Spongiibacteraceae	3	2	3			2.33	0.47	[2, 2, 3, 2]
1921783	family	Kiritimatiellaceae	1	1	1			1.00	0.00	[1]
1903416	family	Budviciaceae	3	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7]
186824	family	Thermoactinomycetaceae	5	4	12			6.60	2.94	[7, 7, 4, 12, 6, 4, 4]
1676141	family	Wenzhouxiangellaceae	1	1	1			1.00	0.00	[1, 1]
1524213	family	Vulgatibacteraceae	1	3	3			3.00	0.00	[3]
1524216	family	Labilitrichaceae	1	4	4			4.00	0.00	[4]
2036754	family	Chelatococcaceae	1	2	2			2.00	0.00	[2, 2]
135617	family	Thiotrichaceae	1	2	2			2.00	0.00	[2, 2]
1970190	family	Salinivirgaceae	1	3	3			3.00	0.00	[3]
1676650	family	Limnochordaceae	1	2	2			2.00	0.00	[2]
1892263	family	Hapalosiphonaceae	1	4	4			4.00	0.00	[4]
2689614	family	Steroidobacteraceae	1	1	1			1.00	0.00	[1]
85019	family	Brevibacteriaceae	1	2	14			5.23	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 4, 4, 4, 4, 14, 12, 3, 3, 4, 4]
1914233	family	Gemmataceae	4	2	5			3.17	0.76	[3, 5, 5, 3, 3, 2, 4]
1706373	family	Microbulbiferaceae	1	3	5			4.10	0.00	[3, 4, 3, 5, 4, 5, 5, 4, 4, 4]
2211325	family	Vicinamibacteraceae	1	1	1			1.00	0.00	[1]
85029	family	Dietziaceae	1	2	4			2.83	0.00	[2, 4, 2, 4, 3, 2]
1738654	family	Woeseiaceae	1	1	1			1.00	0.00	[1]
200667	family	Flammeovirgaceae	1	8	10			9.00	0.00	[8, 10]
2005473	family	Muribaculaceae	2	4	4			4.00	0.00	[4, 4]
1934946	family	Immundisolibacteraceae	1	1	1			1.00	0.00	[1]
1962854	family	Calditrichaceae	1	1	1			1.00	0.00	[1]
1706372	family	Halieaceae	2	2	2			2.00	0.00	[2, 2, 2, 2]
2483367	family	Sedimentisphaeraceae	2	2	3			2.50	0.50	[3, 3, 2]
2690158	family	Anaerohalosphaeraceae	1	1	1			1.00	0.00	[1]
2303730	family	Prochlorotrichaceae	1	2	2			2.00	0.00	[2]
2100208	family	Caedimonadaceae	1	2	2			2.00	0.00	[2]
191033	family	Oleiphilaceae	1	5	5			5.00	0.00	[5]
558415	family	Marinilabiliaceae	1	4	4			4.00	0.00	[4]
449719	family	Granulosicoccaceae	2	1	3			2.00	1.00	[3, 1]
622451	family	Actinopolysporaceae	1	5	5			5.00	0.00	[5]
2691358	family	Thermoguttaceae	1	1	1			1.00	0.00	[1]
2162846	family	Candidatus Nanopelagicaceae	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1692041	family	Acidiferrobacteraceae	3	1	1			1.00	0.00	[1, 1, 1]
1573805	family	Marinifilaceae	1	6	6			6.00	0.00	[6]
1755828	family	Ichthyobacteriaceae	1	1	1			1.00	0.00	[1]
580372	family	Mariprofundaceae	1	1	2			1.50	0.00	[2, 1]
263369	family	Bacteriovoracaceae	1	2	2			2.00	0.00	[2, 2]
1968910	family	Candidatus Nitrosocaldaceae	1	1	1			1.00	0.00	[1, 1]
543314	family	Clostridiales Family XIII. Incertae Sedis	2	2	6			3.84	1.84	[2, 5, 6, 6]
543347	family	Clostridiales Family XVI. Incertae Sedis	1	5	5			5.00	0.00	[5, 5]
742031	family	Salinisphaeraceae	1	2	2			2.00	0.00	[2]
1779135	family	Bradymonadaceae	2	3	5			4.00	1.00	[5, 3]
908622	family	Euzebyaceae	1	2	2			2.00	0.00	[2]
85018	family	Dermatophilaceae	3	2	3			2.67	0.47	[2, 3, 3]
568386	family	Sinobacteraceae	2	2	2			2.00	0.00	[2, 2]
655351	family	Cohaesibacteraceae	1	2	2			2.00	0.00	[2]
206349	family	Hydrogenophilaceae	1	3	3			3.00	0.00	[3]
2762286	family	Fulvivirgaceae	1	2	2			2.00	0.00	[2]
995019	family	Sutterellaceae	1	6	8			7.00	0.00	[8, 6]
990719	family	Christensenellaceae	1	2	3			2.50	0.00	[2, 3]
145358	family	Bogoriellaceae	1	2	3			2.67	0.00	[2, 3, 3]
1096778	family	Thioalkalispiraceae	1	2	2			2.00	0.00	[2]
186821	family	Sporolactobacillaceae	1	6	7			6.67	0.00	[6, 7, 7]
1737406	family	Tissierellaceae	2	4	5			4.50	0.50	[4, 5]
2692416	family	Ktedonosporobacteraceae	1	4	4			4.00	0.00	[4]
1755824	family	Egicoccaceae	1	2	2			2.00	0.00	[2]
1747769	family	Egibacteraceae	1	1	1			1.00	0.00	[1]
2723775	family	Lichenihabitantaceae	1	3	3			3.00	0.00	[3]
2762306	family	Roseivirgaceae	1	4	4			4.00	0.00	[4]
2066491	family	Emcibacteraceae	1	2	3			2.50	0.00	[2, 3]
2691359	family	Lacipirellulaceae	3	1	1			1.00	0.00	[1, 1, 1]
2600303	family	Baekduiaceae	1	1	1			1.00	0.00	[1]
1331736	family	Ruaniaceae	2	2	2			2.00	0.00	[2, 2, 2]
2682227	family	Tepidiformaceae	1	1	1			1.00	0.00	[1]
267891	family	Moritellaceae	1	16	17			16.50	0.00	[17, 16]
449732	family	Litoricolaceae	1	3	3			3.00	0.00	[3]
633392	family	Iamiaceae	1	1	1			1.00	0.00	[1]
2035710	family	Thioalkalibacteraceae	1	2	2			2.00	0.00	[2]
2705999	family	Casimicrobiaceae	1	2	2			2.00	0.00	[2]
85033	family	Sporichthyaceae	1	1	1			1.00	0.00	[1]
2715733	family	Candidatus Chazhemtobacteraceae	1	1	1			1.00	0.00	[1]
1769717	family	Mesoaciditogaceae	1	2	2			2.00	0.00	[2]
203557	family	Verrucomicrobiaceae	2	2	2			2.00	0.00	[2, 2]
83763	family	Succinivibrionaceae	1	7	7			7.00	0.00	[7]
1127830	family	Candidatus Brocadiaceae	1	1	1			1.00	0.00	[1, 1]
2005520	family	Dysgonomonadaceae	3	2	4			2.67	0.94	[4, 4, 2, 2]
119859	family	Tolypothrichaceae	1	5	5			5.00	0.00	[5]
2303507	family	Oculatellaceae	1	2	2			2.00	0.00	[2]
2760872	family	Tenuifilaceae	1	3	3			3.00	0.00	[3]
2798276	family	Conexivisphaeraceae	1	1	1			1.00	0.00	[1]
1331809	family	Kordiimonadaceae	1	2	2			2.00	0.00	[2]
1962910	family	Bryobacteraceae	1	2	2			2.00	0.00	[2]
1382930	family	Ardenticatenaceae	1	1	1			1.00	0.00	[1]
1747776	family	Cuniculiplasmataceae	1	1	1			1.00	0.00	[1, 1]
2603322	family	Vallitaleaceae	1	5	5			5.00	0.00	[5]
32003	order	Nitrosomonadales	7	1	3			1.86	0.57	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 3]
332160	order	Bryobacterales	3	2	2			2.00	0.00	[2, 2, 2]
766	order	Rickettsiales	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
85006	order	Micrococcales	16	1	14			2.79	1.08	[1, 1, 3, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 4, 3, 3, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 3, 3, 2, 1, 1, 1, 1, 1, 3, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 5, 5, 2, 2, 2, 5, 4, 5, 5, 4, 5, 5, 4, 5, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 5, 6, 7, 6, 8, 6, 6, 6, 2, 5, 6, 6, 6, 9, 4, 5, 4, 5, 5, 5, 5, 6, 13, 2, 6, 2, 6, 6, 6, 6, 6, 4, 6, 2, 4, 3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 2, 5, 5, 5, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 4, 4, 4, 4, 14, 12, 3, 3, 4, 4, 2, 3, 3, 2, 3, 3, 2, 2, 2]
171549	order	Bacteroidales	12	2	7			4.05	1.18	[7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 4, 5, 5, 4, 4, 4, 6, 4, 5, 5, 5, 5, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 5, 3, 7, 3, 4, 4, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 5, 5, 4, 4, 4, 4, 2, 2, 3]
